,fpr,tpr,thresholds
0,0.0,0.0,1.9843382499300706
1,0.0012970168612191958,0.0,0.9843382499300705
2,0.0012970168612191958,0.02631578947368421,0.9646130171671525
3,0.010376134889753566,0.02631578947368421,0.9381197437099472
4,0.010376134889753566,0.07894736842105263,0.9293853588223084
5,0.01556420233463035,0.07894736842105263,0.9173180166487561
6,0.01556420233463035,0.10526315789473684,0.9169430825387406
7,0.02204928664072633,0.10526315789473684,0.9100394089771575
8,0.02204928664072633,0.18421052631578946,0.9009299375868132
9,0.027237354085603113,0.18421052631578946,0.8911374646390492
10,0.027237354085603113,0.21052631578947367,0.8898029306855527
11,0.04798962386511025,0.21052631578947367,0.8460890448820988
12,0.04798962386511025,0.23684210526315788,0.8448386319940564
13,0.058365758754863814,0.23684210526315788,0.8319770014023745
14,0.058365758754863814,0.2631578947368421,0.8319512012655365
15,0.06744487678339818,0.2631578947368421,0.8149131664832323
16,0.06744487678339818,0.2894736842105263,0.811113778088986
17,0.07911802853437094,0.2894736842105263,0.7930078136803568
18,0.07911802853437094,0.3157894736842105,0.7825770519151618
19,0.08819714656290532,0.3157894736842105,0.7796628245276316
20,0.08819714656290532,0.34210526315789475,0.7778028719402753
21,0.11154345006485085,0.34210526315789475,0.7457279970614078
22,0.11154345006485085,0.3684210526315789,0.7433914696680546
23,0.12062256809338522,0.3684210526315789,0.7267165892130126
24,0.12062256809338522,0.39473684210526316,0.7249328638570541
25,0.12840466926070038,0.39473684210526316,0.7106788420779432
26,0.12840466926070038,0.42105263157894735,0.7076117395367472
27,0.1297016861219196,0.42105263157894735,0.7051250545155469
28,0.1297016861219196,0.4473684210526316,0.6931490073787263
29,0.14137483787289234,0.4473684210526316,0.6605634934349605
30,0.14137483787289234,0.47368421052631576,0.6586974129912354
31,0.14785992217898833,0.47368421052631576,0.6483428783126012
32,0.14785992217898833,0.5,0.643148336837462
33,0.14915693904020752,0.5,0.6393398041351367
34,0.14915693904020752,0.5263157894736842,0.6388063025650597
35,0.1569390402075227,0.5263157894736842,0.6181870650839215
36,0.1569390402075227,0.5789473684210527,0.6120991856841965
37,0.17639429312581065,0.5789473684210527,0.580678644356541
38,0.17639429312581065,0.6052631578947368,0.5800701989510226
39,0.18028534370946822,0.6052631578947368,0.5741243769166522
40,0.18028534370946822,0.631578947368421,0.573514361849761
41,0.1815823605706874,0.631578947368421,0.5704026131979205
42,0.1815823605706874,0.6578947368421053,0.5611312413676915
43,0.21141374837872892,0.6578947368421053,0.5054699776348208
44,0.2178988326848249,0.6842105263157895,0.5
45,0.22957198443579765,0.6842105263157895,0.47232542680081685
46,0.22957198443579765,0.7105263157894737,0.469948188211682
47,0.23476005188067445,0.7105263157894737,0.45509474432988073
48,0.23476005188067445,0.7368421052631579,0.45027618412172665
49,0.23605706874189364,0.7368421052631579,0.4498589591553527
50,0.23605706874189364,0.7631578947368421,0.44829009356773003
51,0.24773022049286642,0.7631578947368421,0.42016518363099015
52,0.24773022049286642,0.7894736842105263,0.4200355456825195
53,0.2607003891050584,0.7894736842105263,0.37502756506309154
54,0.2607003891050584,0.8157894736842105,0.36627670429687736
55,0.2918287937743191,0.8157894736842105,0.30895375561547356
56,0.2918287937743191,0.8421052631578947,0.3081908751597905
57,0.30739299610894943,0.8421052631578947,0.26366195298424683
58,0.30739299610894943,0.868421052631579,0.2597219963579714
59,0.3411154345006485,0.868421052631579,0.21729406415856173
60,0.3411154345006485,0.8947368421052632,0.2172803772340688
61,0.48378728923476005,0.8947368421052632,0.09663486328630613
62,0.48378728923476005,0.9210526315789473,0.09642215544040297
63,0.5252918287937743,0.9210526315789473,0.06765022730474153
64,0.5252918287937743,0.9473684210526315,0.06709457014860058
65,0.5732814526588845,0.9473684210526315,0.050244001598532484
66,0.5732814526588845,0.9736842105263158,0.05015059072859394
67,0.6057068741893644,0.9736842105263158,0.042446975415562756
68,0.6057068741893644,1.0,0.04208256442698527
69,1.0,1.0,5.006839888794815e-05
