,fpr,tpr,thresholds
0,0.0,0.0,1.9984729368908551
1,0.0012970168612191958,0.0,0.9984729368908553
2,0.0025940337224383916,0.0,0.9969840984622927
3,0.0025940337224383916,0.02631578947368421,0.9966643374944163
4,0.0038910505836575876,0.02631578947368421,0.9944141566296858
5,0.0038910505836575876,0.05263157894736842,0.9907927348811421
6,0.005188067444876783,0.05263157894736842,0.9898677952884849
7,0.005188067444876783,0.07894736842105263,0.988424077541962
8,0.00648508430609598,0.07894736842105263,0.9883117181681604
9,0.00648508430609598,0.10526315789473684,0.987067871293334
10,0.01556420233463035,0.10526315789473684,0.9768505801315585
11,0.01556420233463035,0.15789473684210525,0.9748059135349054
12,0.02204928664072633,0.15789473684210525,0.9725656985213142
13,0.02204928664072633,0.18421052631578946,0.96988450890541
14,0.023346303501945526,0.18421052631578946,0.969645546956067
15,0.023346303501945526,0.21052631578947367,0.9685267408195474
16,0.03631647211413749,0.21052631578947367,0.9593443175785019
17,0.03631647211413749,0.23684210526315788,0.9543174017496812
18,0.042801556420233464,0.23684210526315788,0.9445413454126786
19,0.042801556420233464,0.2631578947368421,0.9399502467660887
20,0.04928664072632944,0.2631578947368421,0.9242940453384562
21,0.04928664072632944,0.2894736842105263,0.9208922458923142
22,0.058365758754863814,0.2894736842105263,0.8755698647954514
23,0.058365758754863814,0.3684210526315789,0.8684988198299557
24,0.0609597924773022,0.3684210526315789,0.8645274012837727
25,0.0609597924773022,0.39473684210526316,0.8641200336515901
26,0.0648508430609598,0.39473684210526316,0.8483100127276958
27,0.0648508430609598,0.42105263157894735,0.847365262440505
28,0.07003891050583658,0.42105263157894735,0.8386713699206426
29,0.07003891050583658,0.4473684210526316,0.8381904622334635
30,0.07263294422827497,0.4473684210526316,0.8324739149351277
31,0.07263294422827497,0.47368421052631576,0.829107094506488
32,0.08430609597924774,0.47368421052631576,0.7688547161498132
33,0.08430609597924774,0.5,0.7652200191061043
34,0.08819714656290532,0.5,0.7198752151321992
35,0.08819714656290532,0.5263157894736842,0.7192455356584043
36,0.09987029831387809,0.5263157894736842,0.6868700839326854
37,0.09987029831387809,0.5526315789473685,0.6816867104353626
38,0.11543450064850844,0.5526315789473685,0.5834496068567564
39,0.11543450064850844,0.5789473684210527,0.5729092461057101
40,0.1245136186770428,0.5789473684210527,0.5367832866096895
41,0.1245136186770428,0.6052631578947368,0.5176741794288917
42,0.13618677042801555,0.6052631578947368,0.4368673884687537
43,0.13618677042801555,0.631578947368421,0.40540207352001023
44,0.14396887159533073,0.631578947368421,0.37818282445444074
45,0.14396887159533073,0.6578947368421053,0.34467604552969516
46,0.1582360570687419,0.6578947368421053,0.2768067110884638
47,0.1582360570687419,0.6842105263157895,0.26943244557565016
48,0.16731517509727625,0.6842105263157895,0.23180987956135363
49,0.16731517509727625,0.7105263157894737,0.23061587076332743
50,0.1815823605706874,0.7105263157894737,0.2036870830050339
51,0.1815823605706874,0.7368421052631579,0.20263675518142005
52,0.19844357976653695,0.7368421052631579,0.16286800445296165
53,0.19844357976653695,0.7631578947368421,0.16262551396286887
54,0.29961089494163423,0.7631578947368421,0.045153564898522035
55,0.29961089494163423,0.7894736842105263,0.044038840796288
56,0.3203631647211414,0.7894736842105263,0.03903820427874546
57,0.3203631647211414,0.8157894736842105,0.03877256028560155
58,0.324254215304799,0.8157894736842105,0.03763111394170611
59,0.324254215304799,0.8421052631578947,0.036275795725733855
60,0.3424124513618677,0.8421052631578947,0.02977458881741257
61,0.3424124513618677,0.868421052631579,0.029648668496303914
62,0.43320363164721143,0.868421052631579,0.011897675965026432
63,0.43320363164721143,0.8947368421052632,0.011827837177160879
64,0.49416342412451364,0.8947368421052632,0.006658298464091095
65,0.49416342412451364,0.9210526315789473,0.006528793659062016
66,0.5136186770428015,0.9210526315789473,0.005522144901014814
67,0.5136186770428015,0.9473684210526315,0.005431248076048121
68,0.6005188067444877,0.9473684210526315,0.0021028139427150053
69,0.6005188067444877,0.9736842105263158,0.0019636991099111277
70,0.6809338521400778,0.9736842105263158,0.0007141299806975496
71,0.6809338521400778,1.0,0.0006805893771972772
72,1.0,1.0,8.848393703694833e-08
